order_id,order_date,region,category,product_name,customer_segment,quantity,unit_price,discount,sales,profit
101223,2023-01-08,Europe,Furniture,Bookshelf,Consumer,1,258.81,0.0,258.81,111.92
101225,2023-01-08,Europe,Electronics,Smartwatch,Consumer,6,124.05,0.1,669.86,275.96
100342,2023-01-08,Asia Pacific,Home & Garden,Plant Pot,Consumer,1,40.23,0.0,40.23,14.43
101303,2023-01-09,Europe,Electronics,Wireless Mouse,Corporate,1,96.42,0.1,86.78,36.7
100158,2023-01-09,Latin America,Electronics,Laptop Sleeve,Small Business,2,88.39,0.1,159.09,43.61
101362,2023-01-10,Asia Pacific,Home & Garden,Plant Pot,Consumer,6,42.7,0.0,256.22,85.14
100554,2023-01-10,Europe,Home & Garden,Throw Blanket,Consumer,4,25.33,0.05,96.24,32.12
100998,2023-01-10,North America,Electronics,Laptop Sleeve,Consumer,6,69.82,0.0,418.9,172.72
101853,2023-01-10,North America,Home & Garden,Throw Blanket,Corporate,7,50.02,0.05,332.63,89.98
100924,2023-01-10,North America,Home & Garden,Candle Set,Small Business,3,35.46,0.2,85.11,22.44
100792,2023-01-11,North America,Apparel,Jacket,Corporate,1,41.41,0.0,41.41,17.09
100331,2023-01-12,North America,Apparel,Cap,Corporate,7,38.74,0.05,257.59,71.5
100061,2023-01-12,Middle East,Home & Garden,Wall Art,Consumer,2,38.11,0.05,72.4,24.55
101127,2023-01-13,Asia Pacific,Home & Garden,Garden Tool Set,Consumer,7,5.0,0.0,35.0,14.81
101086,2023-01-13,Europe,Electronics,Wireless Mouse,Corporate,1,90.89,0.0,90.89,31.94
101052,2023-01-13,Europe,Electronics,Laptop Sleeve,Consumer,7,94.49,0.1,595.31,219.11
101347,2023-01-13,Middle East,Furniture,Desk Lamp,Small Business,4,212.02,0.0,848.07,274.18
100324,2023-01-13,Europe,Office Supplies,Stapler,Small Business,1,21.41,0.1,19.27,6.78
101065,2023-01-13,Europe,Home & Garden,Candle Set,Consumer,6,49.27,0.0,295.61,102.17
100687,2023-01-14,Middle East,Electronics,Headphones,Consumer,3,104.05,0.1,280.94,79.95
100160,2023-01-14,North America,Home & Garden,Wall Art,Consumer,5,55.81,0.1,251.13,97.37
101590,2023-01-14,North America,Home & Garden,Plant Pot,Small Business,2,39.61,0.15,67.33,24.47
101641,2023-01-15,Europe,Home & Garden,Plant Pot,Consumer,1,52.5,0.2,42.0,14.76
101046,2023-01-15,Asia Pacific,Apparel,Jacket,Consumer,4,38.17,0.1,137.42,42.07
101953,2023-01-16,North America,Apparel,Hoodie,Consumer,2,18.6,0.1,33.47,11.62
100124,2023-01-16,Latin America,Furniture,Filing Cabinet,Consumer,7,228.06,0.0,1596.39,519.86
100693,2023-01-16,Asia Pacific,Apparel,T-Shirt,Consumer,1,26.55,0.05,25.22,9.68
102066,2023-01-16,North America,Electronics,Headphones,Small Business,1,92.99,0.05,88.34,27.51
101149,2023-01-16,North America,Office Supplies,Whiteboard,Consumer,2,8.38,0.2,13.42,3.3
102109,2023-01-16,North America,Furniture,Desk Lamp,Consumer,7,205.36,0.0,1437.55,522.08
101327,2023-01-17,Europe,Electronics,Laptop Sleeve,Consumer,5,110.16,0.05,523.24,158.68
100660,2023-01-17,North America,Electronics,Wireless Mouse,Corporate,7,86.96,0.05,578.26,279.33
100328,2023-01-17,Latin America,Home & Garden,Garden Tool Set,Consumer,4,28.07,0.0,112.27,44.97
101946,2023-01-17,Europe,Furniture,Bookshelf,Consumer,1,222.01,0.2,177.61,76.49
100896,2023-01-17,Europe,Apparel,T-Shirt,Corporate,5,22.84,0.1,102.77,24.13
101176,2023-01-17,Asia Pacific,Furniture,Desk Lamp,Consumer,2,197.53,0.1,355.55,97.56
100122,2023-01-17,Middle East,Electronics,Smartwatch,Consumer,3,68.2,0.1,184.13,49.41
101386,2023-01-18,Latin America,Apparel,Hoodie,Small Business,4,40.4,0.05,153.52,41.0
100946,2023-01-18,Latin America,Home & Garden,Garden Tool Set,Consumer,4,49.69,0.15,168.96,35.37
100341,2023-01-19,North America,Furniture,Standing Desk,Consumer,4,248.11,0.15,843.57,349.73
100921,2023-01-20,Middle East,Furniture,Filing Cabinet,Consumer,4,162.48,0.1,584.93,201.72
100373,2023-01-20,North America,Home & Garden,Wall Art,Consumer,3,24.41,0.0,73.22,18.95
101835,2023-01-21,Europe,Apparel,Jacket,Corporate,4,29.58,0.2,94.67,28.39
100942,2023-01-22,Europe,Furniture,Bookshelf,Corporate,3,239.99,0.05,683.97,241.53
102191,2023-01-22,Europe,Furniture,Bookshelf,Small Business,4,204.43,0.05,776.82,297.86
100806,2023-01-23,North America,Electronics,Bluetooth Speaker,Consumer,1,70.43,0.0,70.43,22.39
101257,2023-01-23,Middle East,Apparel,Running Shoes,Consumer,4,46.3,0.15,157.42,50.21
100066,2023-01-23,Asia Pacific,Office Supplies,Pen Set,Small Business,1,28.32,0.0,28.32,12.71
101369,2023-01-24,Latin America,Home & Garden,Wall Art,Consumer,6,39.72,0.0,238.35,112.03
100723,2023-01-24,Europe,Home & Garden,Candle Set,Corporate,6,44.77,0.0,268.65,120.44
101702,2023-01-25,Latin America,Furniture,Office Chair,Consumer,3,197.85,0.0,593.55,153.86
102051,2023-01-25,Asia Pacific,Home & Garden,Plant Pot,Corporate,5,36.46,0.05,173.18,74.06
101431,2023-01-25,North America,Home & Garden,Throw Blanket,Consumer,5,29.94,0.05,142.21,36.01
102159,2023-01-25,Asia Pacific,Office Supplies,Pen Set,Corporate,1,14.22,0.05,13.51,5.13
101076,2023-01-27,North America,Furniture,Filing Cabinet,Consumer,7,175.88,0.0,1231.17,369.88
100167,2023-01-28,North America,Office Supplies,Whiteboard,Consumer,4,9.6,0.0,38.39,17.57
101647,2023-01-28,North America,Apparel,Cap,Consumer,7,39.07,0.05,259.79,107.03
100099,2023-01-29,North America,Electronics,Wireless Mouse,Consumer,6,69.0,0.0,414.0,120.32
101672,2023-01-29,Asia Pacific,Furniture,Bookshelf,Small Business,7,264.04,0.0,1848.31,642.79
100147,2023-01-29,North America,Apparel,Running Shoes,Corporate,2,33.81,0.2,54.1,22.42
101813,2023-01-31,Middle East,Apparel,T-Shirt,Corporate,4,36.06,0.0,144.26,42.27
101864,2023-01-31,North America,Furniture,Standing Desk,Small Business,4,195.64,0.2,626.04,120.09
100729,2023-01-31,Europe,Electronics,Laptop Sleeve,Corporate,3,90.07,0.15,229.67,103.74
101451,2023-02-01,Middle East,Apparel,Jacket,Corporate,5,49.95,0.3,174.83,54.28
101078,2023-02-01,North America,Office Supplies,Notebook Pack,Consumer,7,16.74,0.0,117.21,31.64
101295,2023-02-01,North America,Office Supplies,Whiteboard,Small Business,3,15.92,0.05,45.36,16.2
100851,2023-02-02,Latin America,Electronics,Laptop Sleeve,Consumer,5,58.19,0.0,290.97,143.23
100926,2023-02-02,North America,Electronics,Bluetooth Speaker,Corporate,2,79.38,0.3,111.13,20.92
100930,2023-02-02,Europe,Furniture,Desk Lamp,Consumer,2,207.55,0.2,332.07,83.79
101731,2023-02-02,Asia Pacific,Apparel,Cap,Consumer,4,47.44,0.1,170.8,75.41
101411,2023-02-03,Europe,Apparel,Hoodie,Small Business,2,52.27,0.0,104.53,40.45
101103,2023-02-03,Latin America,Apparel,Hoodie,Small Business,7,25.15,0.2,140.86,36.94
101352,2023-02-03,Asia Pacific,Electronics,Smartwatch,Small Business,6,140.76,0.0,844.54,284.78
102043,2023-02-03,Europe,Furniture,Standing Desk,Corporate,6,287.33,0.1,1551.6,424.67
101811,2023-02-04,Europe,Home & Garden,Garden Tool Set,Consumer,6,17.11,0.05,97.54,29.89
100533,2023-02-04,North America,Office Supplies,Whiteboard,Consumer,7,17.37,0.0,121.6,60.02
102006,2023-02-04,North America,Office Supplies,Stapler,Corporate,2,20.9,0.2,33.43,12.99
101179,2023-02-05,North America,Electronics,Headphones,Corporate,5,125.89,0.05,597.97,203.65
100035,2023-02-05,Asia Pacific,Electronics,Smartwatch,Small Business,7,65.29,0.1,411.35,189.64
102050,2023-02-05,Europe,Furniture,Filing Cabinet,Small Business,5,118.11,0.15,501.98,224.36
101877,2023-02-05,Europe,Home & Garden,Candle Set,Consumer,6,40.44,0.0,242.64,104.52
102000,2023-02-05,Asia Pacific,Apparel,Jacket,Consumer,2,46.83,0.05,88.99,25.72
101847,2023-02-05,North America,Furniture,Office Chair,Consumer,7,289.64,0.05,1926.07,487.47
101375,2023-02-07,Europe,Office Supplies,Sticky Notes,Consumer,6,20.11,0.3,84.44,22.38
101614,2023-02-07,Middle East,Apparel,Running Shoes,Consumer,7,35.15,0.1,221.45,73.15
100355,2023-02-07,Asia Pacific,Home & Garden,Plant Pot,Small Business,7,50.24,0.15,298.96,117.13
100225,2023-02-08,Asia Pacific,Electronics,Laptop Sleeve,Corporate,6,115.95,0.1,626.13,172.74
100500,2023-02-08,Asia Pacific,Electronics,Wireless Mouse,Consumer,6,84.42,0.0,506.55,169.21
100053,2023-02-08,North America,Furniture,Standing Desk,Consumer,7,339.7,0.3,1664.54,396.15
100525,2023-02-08,Europe,Apparel,Hoodie,Corporate,6,20.38,0.0,122.31,40.41
100677,2023-02-08,Middle East,Apparel,Cap,Small Business,1,30.14,0.0,30.14,14.91
101473,2023-02-08,Asia Pacific,Apparel,Running Shoes,Corporate,3,37.2,0.15,94.86,39.37
100352,2023-02-09,North America,Home & Garden,Throw Blanket,Corporate,2,48.52,0.15,82.48,26.9
100404,2023-02-09,North America,Home & Garden,Candle Set,Consumer,3,33.14,0.1,89.49,26.2
100011,2023-02-10,Latin America,Electronics,Smartwatch,Consumer,7,56.79,0.1,357.77,111.13
102151,2023-02-10,North America,Home & Garden,Garden Tool Set,Consumer,6,39.8,0.1,214.89,58.42
101237,2023-02-10,North America,Home & Garden,Plant Pot,Consumer,4,34.48,0.0,137.94,59.04
100062,2023-02-10,North America,Apparel,T-Shirt,Consumer,5,20.77,0.15,88.28,25.06
101313,2023-02-11,Europe,Furniture,Desk Lamp,Corporate,1,219.24,0.0,219.24,99.42
101541,2023-02-11,Europe,Apparel,T-Shirt,Corporate,4,25.66,0.2,82.1,22.8
101841,2023-02-11,Asia Pacific,Furniture,Bookshelf,Small Business,5,232.64,0.15,988.7,354.97
101986,2023-02-11,North America,Home & Garden,Plant Pot,Corporate,4,35.68,0.0,142.73,53.6
100507,2023-02-12,North America,Apparel,T-Shirt,Corporate,6,35.26,0.15,179.83,38.77
102114,2023-02-12,Europe,Furniture,Office Chair,Consumer,6,296.48,0.0,1778.87,789.2
100253,2023-02-13,Europe,Home & Garden,Candle Set,Consumer,4,13.55,0.0,54.21,21.13
101870,2023-02-13,North America,Apparel,Jacket,Corporate,6,34.85,0.0,209.09,72.75
101796,2023-02-13,North America,Furniture,Standing Desk,Consumer,1,387.84,0.1,349.06,107.45
100787,2023-02-13,Asia Pacific,Electronics,Wireless Mouse,Consumer,4,105.18,0.05,399.69,167.73
101667,2023-02-14,Asia Pacific,Furniture,Filing Cabinet,Small Business,5,188.47,0.05,895.21,430.2
100641,2023-02-14,North America,Home & Garden,Wall Art,Corporate,3,21.49,0.0,64.46,26.87
101379,2023-02-14,Europe,Apparel,Jacket,Small Business,6,41.85,0.1,225.98,93.65
100589,2023-02-14,North America,Furniture,Filing Cabinet,Small Business,4,272.6,0.0,1090.41,352.76
101104,2023-02-15,North America,Office Supplies,Stapler,Corporate,7,10.62,0.15,63.16,24.38
101448,2023-02-15,North America,Electronics,Laptop Sleeve,Corporate,6,106.11,0.05,604.81,213.69
101682,2023-02-16,Europe,Furniture,Bookshelf,Consumer,5,278.35,0.05,1322.17,416.46
102070,2023-02-16,Latin America,Apparel,Jacket,Corporate,1,37.39,0.05,35.52,13.43
101132,2023-02-17,Asia Pacific,Home & Garden,Garden Tool Set,Corporate,4,51.74,0.05,196.61,64.56
101517,2023-02-17,Asia Pacific,Apparel,T-Shirt,Consumer,2,43.64,0.0,87.28,22.43
101659,2023-02-17,Europe,Apparel,Running Shoes,Consumer,5,49.23,0.0,246.17,73.67
101144,2023-02-18,North America,Electronics,Headphones,Corporate,7,58.01,0.2,324.84,68.83
100241,2023-02-18,Europe,Office Supplies,Stapler,Consumer,4,18.54,0.0,74.16,36.02
100403,2023-02-18,North America,Furniture,Filing Cabinet,Small Business,7,215.58,0.0,1509.04,479.41
102185,2023-02-18,North America,Office Supplies,Sticky Notes,Corporate,5,30.22,0.15,128.43,51.06
100278,2023-02-18,North America,Apparel,Jacket,Consumer,2,42.98,0.05,81.66,30.65
100966,2023-02-20,North America,Apparel,T-Shirt,Consumer,5,44.75,0.15,190.2,78.51
102064,2023-02-21,North America,Furniture,Desk Lamp,Small Business,3,221.43,0.15,564.65,154.95
100672,2023-02-21,North America,Furniture,Filing Cabinet,Consumer,6,165.58,0.0,993.45,281.6
100513,2023-02-21,Europe,Office Supplies,Sticky Notes,Consumer,4,24.69,0.0,98.76,42.02
100779,2023-02-21,Asia Pacific,Electronics,Laptop Sleeve,Consumer,6,32.1,0.05,182.97,49.54
102052,2023-02-21,Europe,Office Supplies,Pen Set,Small Business,2,21.55,0.05,40.95,9.67
101292,2023-02-21,Europe,Furniture,Desk Lamp,Consumer,6,143.07,0.0,858.39,240.81
101384,2023-02-22,Asia Pacific,Furniture,Office Chair,Corporate,5,207.94,0.1,935.72,435.32
101866,2023-02-22,Europe,Home & Garden,Throw Blanket,Small Business,5,34.34,0.1,154.53,55.68
100314,2023-02-22,Europe,Electronics,Headphones,Corporate,6,53.4,0.05,304.37,85.11
102174,2023-02-22,Europe,Apparel,Hoodie,Consumer,6,45.23,0.0,271.37,101.15
100439,2023-02-22,North America,Home & Garden,Candle Set,Consumer,2,42.56,0.1,76.61,25.3
100135,2023-02-23,Middle East,Electronics,Headphones,Small Business,2,41.68,0.05,79.18,28.68
100482,2023-02-23,North America,Electronics,Wireless Mouse,Consumer,5,72.06,0.1,324.29,75.66
100037,2023-02-23,Europe,Office Supplies,Notebook Pack,Small Business,4,20.97,0.0,83.87,40.85
101067,2023-02-23,Latin America,Home & Garden,Plant Pot,Consumer,7,51.36,0.0,359.53,107.49
100068,2023-02-23,Middle East,Apparel,T-Shirt,Corporate,7,32.18,0.0,225.28,70.11
102039,2023-02-23,Asia Pacific,Furniture,Desk Lamp,Consumer,7,254.84,0.0,1783.86,679.44
100107,2023-02-24,Latin America,Furniture,Standing Desk,Small Business,2,196.12,0.0,392.23,125.91
101527,2023-02-24,Europe,Furniture,Office Chair,Corporate,2,182.42,0.0,364.85,170.18
100648,2023-02-24,North America,Home & Garden,Garden Tool Set,Small Business,7,41.79,0.1,263.29,97.88
100944,2023-02-25,Asia Pacific,Apparel,Hoodie,Corporate,1,51.94,0.0,51.94,25.79
102198,2023-02-25,North America,Apparel,T-Shirt,Corporate,3,53.41,0.05,152.23,44.07
100538,2023-02-25,Europe,Electronics,Smartwatch,Corporate,4,54.27,0.0,217.1,103.21
100076,2023-02-25,Europe,Furniture,Desk Lamp,Consumer,2,168.83,0.1,303.9,140.05
100414,2023-02-25,North America,Office Supplies,Whiteboard,Small Business,2,18.36,0.1,33.05,8.82
100618,2023-02-26,North America,Electronics,Wireless Mouse,Corporate,4,84.2,0.0,336.82,97.89
100805,2023-02-26,Latin America,Apparel,T-Shirt,Consumer,2,42.91,0.2,68.66,16.79
101735,2023-02-27,North America,Home & Garden,Throw Blanket,Small Business,3,45.87,0.1,123.86,36.53
100685,2023-02-27,Europe,Furniture,Office Chair,Consumer,1,233.23,0.1,209.91,88.87
100867,2023-02-27,Asia Pacific,Furniture,Filing Cabinet,Consumer,6,203.9,0.1,1101.07,473.89
101872,2023-02-27,Europe,Office Supplies,Sticky Notes,Consumer,1,12.22,0.05,11.61,3.48
100316,2023-02-28,Asia Pacific,Furniture,Desk Lamp,Consumer,6,152.93,0.2,734.05,171.81
101003,2023-02-28,North America,Apparel,Jacket,Consumer,5,13.89,0.0,69.44,27.03
102130,2023-03-01,North America,Office Supplies,Notebook Pack,Consumer,5,17.91,0.0,89.56,40.22
101360,2023-03-01,North America,Apparel,Cap,Small Business,1,30.85,0.2,24.68,7.72
102015,2023-03-01,Asia Pacific,Office Supplies,Stapler,Consumer,2,20.59,0.0,41.17,10.93
101598,2023-03-01,North America,Home & Garden,Garden Tool Set,Consumer,2,35.09,0.0,70.18,31.68
102173,2023-03-01,North America,Office Supplies,Whiteboard,Small Business,4,20.12,0.0,80.47,37.04
100979,2023-03-02,Asia Pacific,Apparel,Jacket,Corporate,2,38.66,0.15,65.73,17.14
100911,2023-03-02,North America,Electronics,Headphones,Small Business,6,88.3,0.15,450.36,110.97
101111,2023-03-03,Europe,Apparel,Jacket,Consumer,5,56.92,0.2,227.69,77.82
100705,2023-03-03,North America,Office Supplies,Pen Set,Small Business,7,27.35,0.0,191.43,91.7
102124,2023-03-03,Europe,Furniture,Desk Lamp,Consumer,6,251.41,0.05,1433.03,557.05
101746,2023-03-03,Europe,Electronics,Smartwatch,Consumer,7,79.28,0.05,527.19,185.34
102042,2023-03-04,Asia Pacific,Furniture,Standing Desk,Small Business,6,159.44,0.1,860.99,292.15
100010,2023-03-04,Asia Pacific,Electronics,Wireless Mouse,Corporate,3,77.98,0.0,233.94,96.01
101652,2023-03-04,Asia Pacific,Electronics,Smartwatch,Consumer,4,104.46,0.15,355.16,89.25
101283,2023-03-04,North America,Electronics,Laptop Sleeve,Consumer,5,136.0,0.05,646.01,213.14
100422,2023-03-05,Asia Pacific,Electronics,Smartwatch,Consumer,2,72.6,0.1,130.68,34.06
100888,2023-03-05,North America,Furniture,Standing Desk,Corporate,5,211.48,0.0,1057.41,328.22
101687,2023-03-06,Latin America,Furniture,Filing Cabinet,Consumer,4,264.04,0.3,739.3,300.59
101752,2023-03-06,North America,Electronics,Laptop Sleeve,Corporate,3,51.29,0.05,146.18,66.43
100885,2023-03-06,Asia Pacific,Office Supplies,Notebook Pack,Small Business,2,19.02,0.05,36.14,15.23
102097,2023-03-07,North America,Electronics,Bluetooth Speaker,Corporate,3,101.83,0.05,290.2,137.93
102002,2023-03-07,North America,Office Supplies,Sticky Notes,Corporate,4,18.61,0.0,74.46,18.88
101471,2023-03-07,Europe,Apparel,Running Shoes,Consumer,1,47.57,0.05,45.19,12.01
101175,2023-03-07,Asia Pacific,Furniture,Bookshelf,Small Business,6,217.1,0.0,1302.57,493.81
101381,2023-03-07,Europe,Apparel,Hoodie,Consumer,7,23.58,0.1,148.55,61.87
101145,2023-03-08,Asia Pacific,Furniture,Filing Cabinet,Small Business,5,187.11,0.1,841.98,335.45
101264,2023-03-09,North America,Home & Garden,Candle Set,Corporate,1,45.41,0.05,43.14,20.14
102117,2023-03-09,Asia Pacific,Apparel,Hoodie,Small Business,7,28.97,0.0,202.77,51.23
101867,2023-03-10,Latin America,Apparel,Hoodie,Corporate,1,40.4,0.0,40.4,12.13
100733,2023-03-10,Europe,Electronics,Laptop Sleeve,Corporate,2,62.48,0.0,124.97,32.4
100052,2023-03-10,North America,Electronics,Smartwatch,Corporate,4,136.63,0.2,437.22,106.98
102090,2023-03-10,Europe,Apparel,Cap,Consumer,3,38.67,0.0,116.0,55.36
100232,2023-03-11,Latin America,Office Supplies,Pen Set,Consumer,5,20.27,0.1,91.19,25.07
100460,2023-03-11,Latin America,Home & Garden,Wall Art,Corporate,5,32.27,0.15,137.15,42.98
102088,2023-03-11,Asia Pacific,Furniture,Filing Cabinet,Small Business,5,144.92,0.1,652.12,253.53
101450,2023-03-11,North America,Electronics,Bluetooth Speaker,Small Business,2,124.41,0.15,211.5,46.61
101203,2023-03-12,Asia Pacific,Office Supplies,Pen Set,Corporate,5,16.28,0.05,77.34,26.69
100486,2023-03-12,North America,Home & Garden,Garden Tool Set,Consumer,3,33.95,0.05,96.77,30.15
100811,2023-03-12,North America,Furniture,Desk Lamp,Consumer,2,189.19,0.0,378.39,158.87
101865,2023-03-12,Europe,Home & Garden,Wall Art,Consumer,6,52.35,0.2,251.29,98.83
101758,2023-03-12,Asia Pacific,Apparel,Running Shoes,Consumer,1,31.71,0.0,31.71,11.24
100448,2023-03-13,Latin America,Home & Garden,Plant Pot,Corporate,2,26.52,0.05,50.38,14.98
100484,2023-03-13,Latin America,Home & Garden,Wall Art,Consumer,3,45.32,0.15,115.56,46.1
102142,2023-03-14,North America,Home & Garden,Candle Set,Corporate,3,32.39,0.3,68.03,22.35
100400,2023-03-14,Europe,Electronics,Bluetooth Speaker,Small Business,1,61.01,0.05,57.96,23.28
100739,2023-03-14,North America,Office Supplies,Notebook Pack,Small Business,6,17.64,0.0,105.83,50.09
100075,2023-03-14,North America,Electronics,Wireless Mouse,Small Business,5,89.63,0.3,313.7,86.53
100882,2023-03-14,Europe,Electronics,Laptop Sleeve,Corporate,1,66.0,0.05,62.7,29.69
101170,2023-03-15,Europe,Furniture,Office Chair,Corporate,7,139.15,0.05,925.35,333.64
101896,2023-03-15,Europe,Furniture,Bookshelf,Corporate,4,312.87,0.05,1188.9,376.76
100895,2023-03-15,Asia Pacific,Apparel,Jacket,Corporate,1,35.31,0.15,30.01,11.03
101516,2023-03-15,Latin America,Office Supplies,Stapler,Corporate,1,22.06,0.0,22.06,9.59
100294,2023-03-16,North America,Furniture,Bookshelf,Consumer,3,144.32,0.05,411.31,183.03
101217,2023-03-16,Europe,Apparel,Hoodie,Small Business,1,21.14,0.05,20.08,5.57
100290,2023-03-16,Europe,Furniture,Bookshelf,Corporate,4,129.02,0.05,490.26,173.33
100115,2023-03-16,Asia Pacific,Office Supplies,Pen Set,Corporate,6,17.2,0.05,98.02,29.89
100954,2023-03-17,Latin America,Office Supplies,Stapler,Corporate,1,8.43,0.05,8.01,3.63
100542,2023-03-17,Asia Pacific,Home & Garden,Wall Art,Corporate,3,39.27,0.05,111.91,52.37
100236,2023-03-17,Asia Pacific,Office Supplies,Stapler,Consumer,5,10.33,0.0,51.63,21.58
100844,2023-03-18,Asia Pacific,Furniture,Standing Desk,Consumer,4,288.22,0.0,1152.86,561.02
101963,2023-03-18,Middle East,Furniture,Standing Desk,Corporate,6,221.58,0.1,1196.53,339.29
100845,2023-03-18,North America,Home & Garden,Garden Tool Set,Consumer,6,51.49,0.15,262.58,75.29
100514,2023-03-18,Europe,Home & Garden,Candle Set,Small Business,3,72.21,0.1,194.97,65.1
102011,2023-03-18,North America,Electronics,Headphones,Consumer,5,105.65,0.05,501.86,179.94
101074,2023-03-19,Europe,Electronics,Smartwatch,Consumer,7,76.9,0.05,511.36,174.24
100501,2023-03-19,Europe,Home & Garden,Garden Tool Set,Corporate,5,39.31,0.05,186.75,51.36
101871,2023-03-20,Latin America,Furniture,Office Chair,Corporate,1,334.49,0.05,317.77,77.55
100737,2023-03-20,Europe,Electronics,Bluetooth Speaker,Small Business,1,49.94,0.05,47.44,16.08
101001,2023-03-21,North America,Home & Garden,Wall Art,Consumer,4,43.81,0.3,122.68,28.01
102101,2023-03-21,Asia Pacific,Electronics,Bluetooth Speaker,Small Business,6,82.77,0.0,496.62,145.26
100287,2023-03-22,Asia Pacific,Home & Garden,Candle Set,Consumer,7,33.42,0.0,233.91,84.29
101335,2023-03-23,North America,Office Supplies,Stapler,Consumer,3,13.92,0.0,41.75,17.78
100347,2023-03-23,Asia Pacific,Furniture,Office Chair,Consumer,5,252.15,0.0,1260.76,328.96
101309,2023-03-23,Asia Pacific,Electronics,Laptop Sleeve,Consumer,2,102.64,0.0,205.28,65.11
102140,2023-03-23,Asia Pacific,Home & Garden,Plant Pot,Consumer,7,43.72,0.0,306.07,111.65
101540,2023-03-23,North America,Home & Garden,Plant Pot,Consumer,3,20.98,0.05,59.78,23.19
101507,2023-03-23,Europe,Office Supplies,Pen Set,Consumer,7,21.21,0.15,126.21,53.87
100371,2023-03-23,Asia Pacific,Electronics,Headphones,Consumer,4,89.43,0.05,339.83,101.94
101518,2023-03-23,North America,Apparel,Hoodie,Corporate,1,38.52,0.1,34.67,11.56
101536,2023-03-24,Asia Pacific,Office Supplies,Whiteboard,Corporate,3,27.94,0.05,79.64,23.11
100286,2023-03-25,Asia Pacific,Office Supplies,Pen Set,Consumer,3,19.26,0.05,54.89,24.67
100369,2023-03-25,Asia Pacific,Apparel,Cap,Consumer,5,39.46,0.2,157.83,68.99
100199,2023-03-25,Europe,Furniture,Office Chair,Corporate,4,266.74,0.0,1066.94,452.62
100846,2023-03-25,North America,Electronics,Headphones,Small Business,6,70.14,0.0,420.82,117.57
100284,2023-03-25,Latin America,Home & Garden,Throw Blanket,Consumer,1,53.03,0.2,42.42,11.57
100686,2023-03-25,North America,Office Supplies,Notebook Pack,Small Business,6,16.28,0.0,97.66,34.85
100545,2023-03-26,Middle East,Electronics,Wireless Mouse,Corporate,3,103.76,0.2,249.01,87.79
101465,2023-03-26,North America,Office Supplies,Stapler,Corporate,6,25.74,0.0,154.47,70.47
100015,2023-03-27,Latin America,Furniture,Filing Cabinet,Consumer,5,236.97,0.0,1184.85,328.04
102190,2023-03-27,Asia Pacific,Office Supplies,Stapler,Consumer,6,15.71,0.0,94.28,35.43
101061,2023-03-27,North America,Office Supplies,Pen Set,Consumer,2,13.54,0.2,21.66,4.95
100617,2023-03-27,North America,Furniture,Office Chair,Corporate,6,163.01,0.3,684.64,192.04
101165,2023-03-27,Europe,Home & Garden,Candle Set,Consumer,3,24.79,0.2,59.48,22.48
100250,2023-03-27,North America,Home & Garden,Candle Set,Consumer,3,64.12,0.15,163.51,66.17
101843,2023-03-27,Asia Pacific,Electronics,Laptop Sleeve,Consumer,4,78.15,0.1,281.34,94.28
101087,2023-03-28,Europe,Electronics,Smartwatch,Consumer,5,69.4,0.1,312.32,99.2
